sentence1,sentence2,label
", động_thái ngăn_cản nhật , eu , mỹ , nga quốc_gia thế_giới rơi suy_thoái quý iv","khủng_hoảng tương_quan , kinh_tế thế_giới suy_giảm vai_trò ( mỹ , nhật , ) nổi ( trung_quốc , ấn độ , nga , braxin , )",0
hai đàn_ông luyện_tập tennis,đàn_ông áo cam đánh_quả bóng tennis,1
đàn_ông bé vợt quan_sát bóng tennis,đàn_ông bé rổ bóng tennis,1
cần_thiết hoàn_thành giao,bí_quyết nằm chỗ nhân_viên hàng chẳng mấy_khi chẳng,0
tư_thế ném bóng cầu_thủ bóng_chày,cầu_thủ bóng_chày động_tác ném bóng,1
đàn_ông cầm gậy bóng_chày đứng cạnh 754,cầu_thủ đánh_bóng đứng nghiêng trái,1
"sakae yoshida , giám_đốc tổ_chức xúc_tiến thương_mại nhật ( jetro ) tphcm , thừa_nhận trận lũ_lụt lịch_sử thái lan 10 11 2011 cơ_sở sản_xuất ô_tô phụ_tùng nhật thái lan ảnh_hưởng nặng_nề , tiền lẫn công_sức phục_hồi , quan_sát sản_xuất ô_tô nhật thái lan ý_định dời việt_nam",", 2014 , hiệp_định khu_vực thương_mại tự_do asean ( afta ) hiệu_lực , thuế_nhập_khẩu xe khối dần tiến 0 đột_phá ngành công_nghiệp ô_tô việt_nam",0
chó ngậm bóng mõm giỏ xe_đạp,chó giỏ xe_đạp cắn bóng,1
đứa trẻ cầm gậy bóng_chày đỡ bóng trận,đứa trẻ bóng_chày sân,1
bé bé cầm vợt đứng sân tennis,bé bé đi_ở sân tennis,1
cầu_thủ bóng_đá nam nhỏ_tuổi luyện_tập sân,bé luyện_tập môn bóng_đá sân trường,1
vận_động_viên tennis cầm vợt tennis đỡ bóng,vận_động_viên tennis nam cầm vợt nhảy đánh bóng,1
thả diều bãi cỏ,thanh_niên thả diều bãi,1
"quản_lý vệ_sinh an_toàn thực_phẩm phương_châm cày đĩa toàn_bộ dây_chuyền sản_xuất , chế_biến , dịch_vụ , tiêu_dùng thực_phẩm ( chuỗi thực_phẩm ) , triển_khai đồng_bộ giải_pháp","yếu_tố đồng_bộ ứng_dụng qui_trình thực_hành nông_nghiệp dây_chuyền sản_xuất thực_phẩm dây_chuyền sản_xuất thực_phẩm , nông_sản nuôi_trồng thu_hoạch , giết_mổ , chế_biến , nằm bàn , thực_phẩm đi khâu bao_bì , giao_thông , bày",0
đàn_ông đánh tennis đường quan_sát,đàn_ông vung vợt đánh_bóng đường,1
hai đàn_ông bóng_chuyền bãi biển,đàn_ông ở_trần nhảy chắn_bóng,1
"hài hòa quyền_lợi , hội_đồng_tiền_lương quốc_gia phép doanh_nghiệp quyền thảo_luận , bàn_bạc lao_động lương khả_năng doanh_nghiệp","quý i quý ii , viện công_nhân công_đoàn tổng_liên_đoàn lao_động việt_nam khảo_sát 1 500 công_nhân 60 doanh_nghiệp 12 tỉnh_thành_phố tiền_lương , mức_sống tối_thiểu",0
khán_giả trọng_tài theo_dõi pha tranh_chấp bóng vận_động_viên,cầu_thủ bóng_rổ thi_đấu sân,1
đứa trẻ đứng cạnh bóng sân,đứa trẻ đứng cạnh bóng_đá,1
"học_trò đầu , thầy kiểm_tra cũ , mặt đứa tái_xanh tàu lá , cúi gằm mặt bàn thầm cầu_nguyện thầy gọi , cầu_nguyện thầy gọi bảng","mắc cười nhà_vua quyền nô_tỳ nghênh_ngang gọi bắp_chuối , cục than , trẫm bảo",0
"thủ_tục 115 40 , hạng vn chỉ_số 146 189 43 189 , mcgill nhận_định","thủ_tục 115 40 , hạng vn chỉ_số 146 189 43 189 , mcgill phân_tích",1
"khả_năng bình_phục đi_lại , con_gái nhà_đẻ",", bác_sĩ , khả_năng bình_phục đi_lại , ngần_ngại con_gái nhà_đẻ",1
đứa trẻ đeo găng_tay bóng_chày bóng_chày sân,đứa trẻ đeo găng_tay bóng_chày cố_gắng bắt bóng,1
cầu_thủ bóng_chày đeo găng_tay thi_đấu sân,cầu_thủ bóng_chày cầm bóng ném,1
bé luyện_tập tennis sân,bé vợt đánh_quả bóng tennis sân,1
nam vận_động_viên tennis thi_đấu sân,"sân , đàn_ông đứng gập chạm bóng tennis vợt",1
hai nữ vận_động_viên tennis thi_đấu sân,phụ_nữ cầm vợt tung bóng tennis,1
hai vận_động_viên tennis luyện_tập sân,đàn_ông phụ_nữ đứng sân tennis,1
nam vận_động_viên tennis nhảy đánh_bóng,đàn_ông nhảy sân tennis,1
"ghi_nhớ uống , chai cạnh ,","ghi_nhớ uống , chai cạnh ,",1
nữ vận_động_viên tennis vươn đánh_bóng,phụ_nữ vươn đánh_quả bóng tennis,1
nam vận_động_viên tennis vung vợt đánh_bóng,đàn_ông đánh_quả bóng tennis,1
", xét góc_độ , ronaldo xứng_đáng bóng vàng ribery , tiền_đạo bồ giành giải_thưởng qbv 2 sự_nghiệp , ribery giúp bayern giành cú thần_thánh bóng đồng","tờ báo , messi thi_đấu mờ_nhạt thất_vọng trận_đấu vòng knock_out , trận chung_kết tuyển đức , tiền_đạo argentina danh_hiệu cầu_thủ xuất_sắc world_cup 2014",0
"100 diễn_thuyết chủ_đề , theo_dõi kỹ_thuật thâm_nhập hệ_thống điều_khiển thang_máy chương_trình quản_lý trình_bày hội_nghị","nội_dung thảo_luận hội_nghị 100 diễn_thuyết chủ_đề , theo_dõi kỹ_thuật thâm_nhập hệ_thống điều_khiển thang_máy chương_trình quản_lý",1
khán_giả theo_dõi trận thi_đấu tennis sân,vận_động_viên tennis quan_sát cú đánh_bóng đối_thủ,1
", ngọc đếm tuyến phố đi , gia_đình gõ_cửa mệt_mỏi tan biến giúp_đỡ",", ngọc đi tuyến phố , gõ_cửa gia_đình mệt_mỏi tan biến giúp_đỡ",1
"8 2014 , hội_đồng_tiền_lương quốc_gia chốt phương_án điều_chỉnh lương tối_thiểu 2015 trình chính_phủ xem_xét đầu 9","mai đức , phó_chủ_tịch tổng_liên_đoàn lao_động việt_nam , lương tối_thiểu , i 2,7 triệu đồng lao_động độc_thân chi_tiêu nuôi",0
"nhân_lực , vnpt áp_dụng công_đoạn tối_ưu_hóa mạng_lưới",vnpt công_đoạn tối_ưu_hóa mạng_lưới nhân_lực,1
"niềm nhân_viên chủ_động giải_quyết công_việc , quyết_định hiệu_quả quản_lý lãnh_đạo hiệu_quả làm_việc đội_ngũ nhân_viên","đặc_điểm , quản_lý , duy_nhất sắp_xếp hiệu_quả",0
người_ta điện_thoại_nokia,người_ta điện_thoại_nokia,1
", xét tiêu_chí , góc_độ , messi muller ( bóng bạc ) robben ( bóng đồng )","trận_đấu , dấu_ấn messi màu áo argentina phai_mờ dần đội bóng nam mỹ đối_thủ",0
vận_động_viên tennis nam cầm vợt đứng biên đỡ bóng,đàn_ông mặc áo xanh lá tennis sân,1
phỏng_vấn lương mong_muốn ứng_viên mặc_dù hsbc khung lương chuẩn dựa nghiên_cứu thị_trường nhân_sự hàng chính_sách lương thưởng ngân_hàng,lương mong_muốn ứng_viên phỏng_vấn mặc_dù hsbc lương chuẩn dựa nghiên_cứu thị_trường nhân_sự chính_sách lương thưởng ngân_hàng,1
nghệ_thuật ăn_uống bàn tiệc,phong_cách ăn_uống bàn tiệc,1
cầu_thủ bóng_đá thi_đấu sân,cầu_thủ giơ chân đá bóng,1
đàn_ông ngửa đánh_quả bóng tennis,nam vận_động_viên tennis ngửa phát_bóng,1
cầu_thủ bắt bóng chống đất sân,cầu_thủ bắt bóng chống đất gôn,1
phụ_nữ mặc áo trắng tennis sân,phụ_nữ cầm vợt tennis bóng tennis giao_bóng,1
"sân , nữ vận_động_viên tennis phát_bóng","sân tennis , phụ_nữ phát_bóng",1
"dân nga ukraine chính_phủ bài_trừ nga , thân phương tây tham_nhũng","dân nga , ukraine chính_phủ bài_trừ nga , thân phương tây tham_nhũng",1
3 phiên khoản diễn_biến giao_dịch sàn tp hcm 17 7 trầm_lắng,diễn_biến giao_dịch sàn tp hcm 17 7 lắng 3 phiên khoản,1
bé áo sọc đứng cạnh trái bóng vườn,bé áo sọc đứng cạnh trái bóng sân_chơi,1
cầu_thủ đánh_bóng gậy đánh_bóng,đàn_ông gậy đánh_quả bóng_chày,1
nữ cầu_thủ bắt bóng cúi bắt bóng,bé mũ đen cúi bắt bóng_chày,1
"giường , chó nằm bóng",chó nằm giường bóng,1
", kiên_trì yêu","cưỡng tiếng gọi trái_tim lặng_lẽ , giấu diếm",1
hình_ảnh trận thi_đấu bóng_chày nam chụp,cầu_thủ áo xanh theo_dõi cú đánh_bóng cầu_thủ đánh_bóng,1
hình_ảnh trắng_đen vận_động_viên tennis sân,hình_ảnh vận_động_viên tennis,1
phụ_nữ vung vợt tennis bóng,phụ_nữ áo đỏ tennis sân,1
thử kết_hợp thanh_long mật_ong ép dưa_chuột thoa da cháy nắng kết_quả,"đừng lo , kết_hợp thanh_long mật_ong ép dưa_chuột thoa da cháy nắng",1
"đội_tuyển vidal brazil lao_đao vòng 1 8 , rời world_cup thất_bại loạt sút luân_lưu may_rủi","đội_tuyển vidal lọt vòng 1 8 brazil khốn_đốn , rời world_cup loạt sút luân_lưu may_rủi",1
cầu_thủ bóng_chày nam giơ bóng ném bóng,cầu_thủ bóng chạy ném bóng,1
đứa trẻ đứng xung_quanh quan_sát phụ_nữ bóng,phụ_nữ bóng_đá đứng xung_quanh quan_sát,1
phụ_nữ phát bóng tennis,nữ vận_động_viên tennis phát_bóng,1
lĩnh_vực bóng_đá nhà_nghề đội thắng đội thi_đấu thi_đấu đẳng_cấp,mùa giải hẹn v league 12 đội hạng 11 đội đáp_ứng tham_dự,0
"cực_kì cần_thiết lĩnh_vực hàng , yếu_tố quyết_định thành_công doanh_nghiệp",nhân_viên hàng bậc thầy duy_trì công_việc,0
hai đàn_ông bóng_đá bãi biển hoàng_hôn,đàn_ông bóng,1
đứng sân quan_sát vận_động_viên luyện_tập bóng_chày,huấn_luyện_viên bóng_chày ném bóng cầu_thủ đánh_bóng,1
vận_động_viên tennis giơ tay_trái tư_thế đón bóng,hình_ảnh đàn_ông thi_đấu tennis sân,1
"doanh_nghiệp sản_xuất kinh_doanh phổ_biến quy_chế pcccy , luật pcccy , củng_cố lực_lượng pcccy cơ_sở , thành_lập ban chỉ_huy pcccy cơ_sở , xây_dựng phương_án pcccy trang_bị tài_liệu hướng_dẫn nghiệp_vụ pcccy khu_vực sản_xuất",", kiểm_tra , giám_sát công_tác atvslđ cơ_sở ( doanh_nghiệp công_trường xây_dựng ) cơ_quan quản_lý nhà_nước atvslđ hạn_chế , 2 công_trường xây_dựng kiểm_tra chấp_hành quy_định atvslđ",0
", quyền_lợi giới nhắc lạ_lùng , bảo_tồn truyền_thống đấu_tranh tiến_bộ , mục_tiêu chú_ý thống_nhất huống vận_động tiến_bộ phụ_nữ diễn xã_hội thấm_nhuần đạo_lý nho_giáo lâu_đời","đà tiến_bộ phát_triển , phụ_nữ ta phát_huy truyền_thống anh_hùng , bất_khuất , trung_hậu , đảm_đang đóng_góp xứng_đáng sự_nghiệp xây_dựng , bảo_vệ phát_triển đất_nước , chỗ dựa tin_cậy mái ấm gia_đình",0
vận_động_viên tennis cầm vợt đứng sân đánh_bóng,vận_động_viên tennis cầm vợt thi_đấu sân,1
thủ_môn nam đeo găng_tay cố_gắng bắt bóng,thủ_môn ngã chụp bóng trận,1
cầu_thủ bóng_chày ném bóng trận_đấu,cầu_thủ bóng_chày nam đứng sân ném bóng,1
nữ vận_động_viên tennis giơ vợt đánh_bóng,phụ_nữ đánh_quả bóng tennis,1
", bí_thư tỉnh_ủy tứ xuyên giai_đoạn 1999 2002 chính_trị chức bộ_trưởng công_an 2007",", kinh_qua chức_vụ bí_thư tỉnh_ủy tứ xuyên , lãnh_đạo tập_đoàn dầu_khí quốc_gia trung quô c ( cnpc ) bộ_trưởng đất_đai tài_nguyên",0
đứa trẻ ném bóng,đứa trẻ bóng_chày sân,1
hai cầu_thủ bóng_rổ tranh_chấp bóng sân,cầu_thủ áo trắng nghiêng dắt bóng sân,1
bác_bỏ nội_dung báo xảy việt_nam mua i phone việt_nam,phủ_nhận nội_dung báo việt_nam mua i phone việt_nam,1
phụ_nữ bóng_bàn phòng họp,phụ_nữ luyện_tập bóng_bàn phòng họp,1
"chuyên_gia olin mc gill chỉ_số hạng kém vn chỉ_số tiếp_cận điện ( 156 189 ) , chỉ_số bảo_vệ đầu_tư ( 157 189 ) , chỉ_số thành_lập doanh_nghiệp ( 143 189 ) , chỉ_số nộp thuế ( 149 189 ) chỉ_số tạm ổn giao_dịch thương_mại biên_giới ( 65 189 ) , đăng_ký quyền sở_hữu tài_sản ( 51 189 ) hạng môi_trường kinh_doanh vn kéo sâu","chuyên_gia olin mc gill chỉ_số vn hạng kém chỉ_số tiếp_cận điện ( 156 189 ) , chỉ_số bảo_vệ đầu_tư ( 157 189 ) , chỉ_số thành_lập doanh_nghiệp ( 143 189 ) , chỉ_số nộp thuế ( 149 189 ) chỉ_số tạm ổn giao_dịch thương_mại biên_giới ( 65 189 ) , đăng_ký quyền sở_hữu tài_sản ( 51 189 ) hạng môi_trường kinh_doanh vn kéo sâu",1
đàn_ông đánh_quả bóng tennis,nam vận_động_viên tennis vợt đánh_bóng,1
vận_động_viên tennis luyện_tập sân đất nện,tennis sân đất nện,1
cầu_thủ bóng_chày cầm gậy thi_đấu đông_đảo khán_giả,cầu_thủ bóng_chày cầm gậy đứng sân đỡ bóng,1
"lôi nga ,","nga ,",1
"cạnh , tác_dụng cân_bằng chất_lưu cơ_thể , thường_xuyên uống",", uống tác_dụng căng da giúp tươi_trẻ",0
"kết_quả điều_tra 2006 , khu_vực nông_thôn thải 10 triệu chất_thải rắn sinh_hoạt , 2010 13,5 triệu","số_liệu khảo_sát chi_cục bảo_vệ môi_trường phối_hợp công_ty cấp_nước sài_gòn 2008 , nh3 ( amoniac ) , chất_rắn lơ_lửng , ô_nhiễm hữu_cơ ( ô_nhiễm dầu vi_sinh ) rạch , cống xả",0
"thùng gỗ găng_tay , bóng_chày , dây bóng bầu_dục",thùng gỗ cũ đựng dụng_cụ thể_thao,1
trận thi_đấu tennis nam diễn sân đất nện,sáu cầu_thủ tennis nam thi_đấu sân đất nện,1
cầu_thủ bóng_chày cầm gậy thi_đấu sân,cầu_thủ bóng_chày vung gậy đánh_bóng trận bóng_chày,1
"cho_dù quản_trị trao_đổi nhân_viên công_việc , đề kỳ_vọng đong đếm thông_báo rõ_ràng nhân_viên","cho_dù quản_trị trao_đổi nhân_viên công_việc , đề kỳ_vọng đong đếm thông_báo rõ_ràng nhân_viên",1
khán_giả theo_dõi cú đánh_bóng nam vận_động_viên tennis,đàn_ông vươn đánh_quả bóng tennis,1
10 tác_dụng sức_khỏe tuyệt_vời thanh_long,10 lợi_ích sức_khỏe tuyệt_vời thanh_long,1
niềm tiêu_dùng đi uống thông_dụng phát_hiện tạp_chất,"10 2008 , 12 vụ ngộ_độc thực_phẩm 300 mắc , lưu_ý ngộ_độc rượu tp hcm ( bảy vụ 12 30 bệnh_nhân tử_vong )",0
bóng_chày sân,phụ_nữ vung gậy bóng_chày đánh bóng,1
đàn_ông đứng sân tennis vợt,đàn_ông cầm vợt đứng sân tennis,1
"sở gd đt ubnd tỉnh , trường đầu_tư , trang_bị cơ_sở vật_chất , thiết_bị dạy_học đội_ngũ giáo_viên , thành_tích ứng_dụng sáng_tạo công_nghệ thông_tin dạy_học , góp_phần nhà_trường vươn khẳng_định_vị_thế","diễn giả lê hồng quang , giám_đốc vpđd misa hà_nội , thái_độ dè_chừng cntt hàng_loạt bất_cập hoạt_động ngành giáo_dục , trường phần_mềm excel quản_lý kết_nối công_nghệ , liên_thông nhà_trường phòng giáo_dục ( pgd ) sở giáo_dục ( sgd )",0
cầu_thủ bóng_chày thi_đấu sân,cầu_thủ bóng_chày trọng_tài theo_dõi đường_bay bóng,1
đứa trẻ cầm vợt tennis sân,đứa trẻ vung vợt tennis đánh_bóng,1
đứa trẻ cầm gậy bóng_chày đỡ bóng,đứa trẻ vung gậy bóng_chày đánh_bóng,1
"phát_triển vượt_bậc khoa_học kĩ_thuật , hoa học tự_nhiên , khoa_học xã_hội chấp_nhận bằng_lòng học , ham học tụt_hậu","nguy_hại lối học lối học nhân_cách , phương_cách làm_giàu kiểu chụp dật may_rủi ta sánh_vai cường_quốc ngược_lại dân_tộc ta tụt_hậu , lụn_bại",0
đứa trẻ luyện_tập bóng_đá sân,đứa trẻ đứng sân bóng,1
"chuyên_gia mỹ , yoga môn thể_thao giúp ổn_định đường_huyết việc_làm mật_độ","chuyên_gia mỹ , yoga ổn_định đường_huyết mật_độ",1
", csp ký hợp_đồng mạng đầu kinh_doanh cửa cục phát_thanh_truyền_hình thông_tin điện_tử phê_duyệt nội_dung_dịch_vụ",", nhắn_tin đầu cung_cấp dịch_vụ nội_dung nhắn rõ_ràng nắm thông_tin dịch_vụ giá cước dịch_vụ",0
hai voi sân cát,hai voi đứng sát sân cát,1
", để_dành trăm ngàn đồng , đầu_tư viên gạch nền_tảng tự_do tài_chính",1 sự_thật quản_lý tiền_bạc hạn_chế tự_do ngược_lại phép tự_do tài_chính làm_việc,0
đàn_ông bóng_chày sân,cầu_thủ ném bóng ném bóng cầu_thủ đánh_bóng trọng_tài,1
giày vớ thích_hợp se giúp bảo_vệ đôi chân,giày vớ thích_hợp bảo_vệ đôi chân,1
"dạy , thầy thu_hút học_sinh hạn_chế năng_lực , phương_pháp , nghệ_thuật giảng_dạy độ nhiệt_tình , lửa thầy cô_giáo góp_phần tiếp_tay lười_biếng , ỷ_lại tú tú khích_lệ tự_giác xây_dựng học_sinh năng_lực nhà_giáo thầy trò , rút ngắn thầy khắc_phục sữa chữa , trò","khắc_phục im_lặng tượng đá học_sinh học , giáo_viên chiêu cộng , thưởng , miễn kiểm_tra 15 , 1 tiết trở , đương_nhiên tác_dụng , song duy_trì , xung_phong phát_biểu quanh_quẩn một_số_ít học_sinh_học , giỏi",0
